"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"333","69085","R5718","Restaurant (Liquor)","Active","EIGHTY ACRES LLC","EIGHTY ACRES LLC","1910 NEW TEXAS RD PLUM, PITTSBURGH PA 15239-2528","1910 NEW TEXAS RD PLUM, PITTSBURGH PA 15239-2528",NA,"DONALD WINKIE","Allegheny County","Plum","Feb 26,2025","May 31,2026",-79.7146402,40.4512878
"334","126774","R1877","Restaurant (Liquor)","Active","HDSS LLC","HAPPY DRAGON BEER SMOKE SHOP","4907 CLAIRTON BLVD, PITTSBURGH PA 15236","4907 CLAIRTON BLVD, PITTSBURGH PA 15236","VINCENT AND ANTHONY BONACCI","KEVIN B FEUERSTEIN","Allegheny County","Baldwin","Jun 9,2025","May 31,2026",-79.9752674,40.3491655
"335","50208","R19766","Restaurant (Liquor)","Active","J.T.P. ENTERPRISES, INC.","J.T.P. ENTERPRISES, INC.","951 OLD FRANKSTOWN RD, PITTSBURGH PA 15239-2509","951 OLD FRANKSTOWN RD, PITTSBURGH PA 15239-2509",NA,"ANTONIO PALMIERI","Allegheny County","Plum","Mar 27,2025","May 31,2026",-79.7271273,40.4519259
"336","122410","R5503","Restaurant (Liquor)","Active","J-CATS LLC","J-CATS BAR AND GRILL","1251 WILKINS AVE BRADDOCK HILLS, PITTSBURGH PA 15221-4773","1251 WILKINS AVE BRADDOCK HILLS, PITTSBURGH PA 15221-4773","1251 WILINS AVE, LLC","JESSICA L HALBLEIB","Allegheny County","Braddock Hills","Apr 28,2025","May 31,2026",-79.865423,40.4148555
"337","90585","R12608","Restaurant (Liquor)","Active","DRIFTWOOD OVEN LLC","DRIFTWOOD OVEN LLC","3615 BUTLER ST, PITTSBURGH PA 15201-1801","3615 BUTLER ST, PITTSBURGH PA 15201-1801",NA,"NEIL G BLAZIN","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-79.965239,40.4659008
"338","121435","R8348","Restaurant (Liquor)","Active","OXFORD OPS LLC","OXFORD OPS LLC","ONE OXFORD CENTRE 301 GRANT ST, PITTSBURGH PA 15219-1400","ONE OXFORD CENTRE 301 GRANT ST, PITTSBURGH PA 15219-1400","PITTSBURGH CBD LLC","TAYLOR J DAVIS","Allegheny County","Pittsburgh","May 30,2025","May 31,2026",-79.9990769,40.4383265
"339","57552","R17191","Restaurant (Liquor)","Active","GARF INC","DOWN THE ROAD LOUNGE","700 UNITY CENTER RD PLUM, PITTSBURGH PA 15239-1437","700 UNITY CENTER RD PLUM, PITTSBURGH PA 15239-1437",NA,"EDWARD STASKOWICZ","Allegheny County","Plum","Mar 3,2025","May 31,2026",-79.7693947,40.4853681
"340","85541","R12936","Restaurant (Liquor)","Active","VERETAS INC","KHALILS RESTAURANT","4755-57 BAUM BLVD, PITTSBURGH PA 15213-1320","4755-57 BAUM BLVD, PITTSBURGH PA 15213-1320",NA,"DALEL B KHALIL","Allegheny County","Pittsburgh","Feb 28,2025","May 31,2026",-79.9496941,40.454077
"341","70660","R6918","Restaurant (Liquor)","Active","SOUTH PARK BOTTLE SHOP INC","SOUTH PARK BOTTLE SHOP INC","5836 BROWNSVILLE RD, PITTSBURGH PA 15236-3506","5836 BROWNSVILLE RD, PITTSBURGH PA 15236-3506",NA,"BERNARD M VIETMEIER","Allegheny County","South Park Twp","Mar 11,2025","May 31,2026",-79.9872154,40.3277754
"342","72466","R5133","Restaurant (Liquor)","Active","WYOMING WAY LLC","WYOMING WAY LLC","10 VIRGINIA AVE, PITTSBURGH PA 15211-1627","15950  N DALLAS PKY STE 400, DALLAS TX 75248",NA,"TRACY A MOLYNEAUX","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-80.0066078,40.4293162
"343","67960","R12903","Restaurant (Liquor)","Active","SIENNA MERCATO LLC","SIENNA MERCATO LLC","942 PENN AVE 950 PENN AVE 2ND FL, PITTSBURGH PA 15222-3758","942 PENN AVE 950 PENN AVE 2ND FL, PITTSBURGH PA 15222-3758",NA,"COLIN T CERTO","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-79.9962002,40.444202
"344","112499","R7678","Restaurant (Liquor)","Active","SPOTTED CHAI LLC","FAT CAT EATS","520 E OHIO ST, PITTSBURGH PA 15212-5517","520 E OHIO ST, PITTSBURGH PA 15212-5517","AL BLANCO HOLDINGS LLC","ALEXANDER M FELTOVICH","Allegheny County","Pittsburgh","Jun 2,2025","May 31,2026",-80.0000114,40.4538356
"345","53582","R7245","Restaurant (Liquor)","Active","HOUSE OF LEUNG, INC.","HOUSE OF LEE","8145 OHIO RIVER BLVD EMSWORTH, PITTSBURGH PA 15202-1501","8145 OHIO RIVER BLVD EMSWORTH, PITTSBURGH PA 15202-1501",NA,"MING LEUNG","Allegheny County","Emsworth","Apr 2,2025","May 31,2026",-80.0950546,40.510056
"346","80640","R12177","Restaurant (Liquor)","Active","FUMANCHEW LLC","KI RAMEN","4401 BUTLER ST, PITTSBURGH PA 15201-3011","4401 BUTLER ST, PITTSBURGH PA 15201-3011","LAWRENCEVILLE HOLDINGS VI LP","ROGER C LI","Allegheny County","Pittsburgh","Mar 24,2025","May 31,2026",-79.9598935,40.4716776
"347","54607","R10883","Restaurant (Liquor)","Active","KIMMIE'S, INC.","KIMMIE'S","900 PARK AVE CASTLE SHANNON, PITTSBURGH PA 15234-2120","900 PARK AVE CASTLE SHANNON, PITTSBURGH PA 15234-2120",NA,"KIMBERLY GAMBLE","Allegheny County","Castle Shannon","Apr 8,2025","May 31,2026",-80.0247087,40.3659551
"348","72454","R7310","Restaurant (Liquor)","Active","STREETS ON CARSON LLC","STREETS ON CARSON LLC","1120 E CARSON ST, PITTSBURGH PA 15203-1158","1120 E CARSON ST, PITTSBURGH PA 15203-1158",NA,"LAUREN LEON","Allegheny County","Pittsburgh","May 1,2025","May 31,2026",-79.9866147,40.4286198
"349","40112","R10270","Restaurant (Liquor)","Active","PITTSBURGH WINGS III INC","PITTSBURGH WINGS III INC","522-526 CASTE VILLAGE SHPPG CTR BAPTIST RD, PITTSBURGH PA 15236-1518","522-526 CASTE VILLAGE SHPPG CTR BAPTIST RD, PITTSBURGH PA 15236-1518",NA,"RALPH PIACQUADIO","Allegheny County","Whitehall","May 29,2025","May 31,2026",-80.0146934,40.3450541
"350","66766","R15663","Restaurant (Liquor)","Active","ARDOLINO INC","ARDOLINO INC","1141 BOYCE RD, PITTSBURGH PA 15241-3927","1141 BOYCE RD, PITTSBURGH PA 15241-3927",NA,"RODNEY ARDOLINO","Allegheny County","Upper St Clair Twp","Feb 10,2025","May 31,2026",-80.1097366,40.3179014
"351","71577","R10379","Restaurant (Liquor)","Active","SHADY GROVE SHADYSIDE LLC","SHADY GROVE SHADYSIDE LLC","5500 WALNUT ST, PITTSBURGH PA 15232-2367","5500 WALNUT ST, PITTSBURGH PA 15232-2367",NA,"RANDI HOGELAND","Allegheny County","Pittsburgh","Feb 7,2025","May 31,2026",-79.9335783,40.4509997
"352","106841","R2625","Restaurant (Liquor)","Active","SULLIVAN'S OF PITTSBURGH LLC","SULLIVAN'S OF PITTSBURGH LLC","600 GRANT ST, PITTSBURGH PA 15219-2702","965 LIBERTY AVE, PITTSBURGH PA 15222-3701","600 GS PROP LP","JOSHUA J LLOYD","Allegheny County","Pittsburgh","Feb 10,2025","May 31,2026",-79.9957226,40.4416535
"353","35385","R10045","Restaurant (Liquor)","Active","MEX ON SMALLMAN, INC.","KAYA","2000 SMALLMAN ST BAY NO 6, PITTSBURGH PA 15222-4428","2000 SMALLMAN ST BAY NO 6, PITTSBURGH PA 15222-4428",NA,"KAYLIE E MATHEWS","Allegheny County","Pittsburgh","Mar 14,2025","May 31,2026",-79.9843606,40.4516624
"354","66877","R7440","Restaurant (Liquor)","Active","EMBURY LLC","EMBURY LLC","2108 E CARSON ST, PITTSBURGH PA 15203-1904","2108 E CARSON ST, PITTSBURGH PA 15203-1904","2108 E. CARSON STREET LLC","SHANE Z MORRISON","Allegheny County","Pittsburgh","May 22,2025","May 31,2026",-79.9758829,40.4282821
"355","60054","R689","Restaurant (Liquor)","Active","NORDSTROM INC","NORDSTROM RUSCELLO","1000 ROSS PARK MALL DR  UNIT XB, PITTSBURGH PA 15237-3875","1000 ROSS PARK MALL DR  UNIT XB, PITTSBURGH PA 15237-3875",NA,"MICHAEL R ROCK","Allegheny County","Ross Twp","Apr 9,2025","May 31,2026",-80.0082504,40.5444084
"356","65652","R1392","Restaurant (Liquor)","Active","SPAGHETTI BROTHERS INC","REMO'S CATERING","2151 BABCOCK BLVD, PITTSBURGH PA 15209-1344","2151 BABCOCK BLVD, PITTSBURGH PA 15209-1344",NA,"ROY MAZZOLENI","Allegheny County","Ross Twp","Apr 23,2025","May 31,2026",-79.9928184,40.5100466
"357","110241","R6772","Restaurant (Liquor)","Active","ENPHG RESTAURANT BRANDS LLC","THE PORCH","221 SCHENLEY DR, PITTSBURGH PA 15213","221 SCHENLEY DR, PITTSBURGH PA 15213","CITY OF PITTSBURGH","SAMANTHA G MALBURG","Allegheny County","Pittsburgh","Mar 12,2025","May 31,2026",-79.9530865,40.4427292
"358","56285","R7110","Restaurant (Liquor)","Safekeeping","SOUTH SIDE SIN CITY INC","SOUTH SIDE SIN CITY INC","219 ATWOOD ST, PITTSBURGH PA 15213-4001","219 ATWOOD ST, PITTSBURGH PA 15213-4001",NA,"MARK WELSHONSE","Allegheny County","Pittsburgh","May 27,2025","May 31,2026",-79.9568309,40.4407534
"359","114071","R6961","Restaurant (Liquor)","Safekeeping","SOLUNA PGH, LLC","SOLUNA PGH, LLC","1601 PENN AVE, PITTSBURGH PA 15222-4322","1601 PENN AVE, PITTSBURGH PA 15222-4322","AFGK PROPERTIES LLC","CHRISTY L ALLISON","Allegheny County","Pittsburgh","Mar 7,2025","May 31,2026",-79.987573,40.449043
"360","125730","SO57457","Special Occasion Permit","Active","ROBINSON GIRLS SOFTBALL LEAGUE","ROBINSON GIRLS SOFTBALL LEAGUE","420 FORT DUQUESNE BLVD FL 16, PITTSBURGH PA 15222-1435","PO BOX 15614, PITTSBURGH PA 15244-5614",NA,NA,"Allegheny County","Robinson Twp","May 6,2025","Dec 31,2025",-80.0055521,40.4428457
"361","117261","SO53747","Special Occasion Permit","Active","ST PATRICK ST STANISLAUS PARISH","ST PATRICK ST STANISLAUS PARISH","57 21ST ST, PITTSBURGH PA 15222-4435","57 21ST ST, PITTSBURGH PA 15222-4435",NA,NA,"Allegheny County","Pittsburgh","May 22,2025","Dec 31,2025",-79.9836264,40.4523453
"362","131348","R8861","Restaurant (Liquor)","Pending","FLORIDA COAL FIRED PIZZA LLC","FLORIDA COAL FIRED PIZZA LLC","1810 SETTLERS RIDGE CENTER DR, PITTSBURGH PA 15205-1446","1810 SETTLERS RIDGE CENTER DR, PITTSBURGH PA 15205-1446",NA,NA,"Allegheny County","Robinson Twp",NA,"May 31,2026",-80.1464564,40.438034
"363","128763","R16675","Restaurant (Liquor)","Pending","302 S SAINT CLAIR HOSPITALITY LLC","ST CLAIR SOCIAL","302 S ST CLAIR ST & 5650 FRIENDSHIP AVE, PITTSBURGH PA 15206-3610","302 S ST CLAIR ST & 5650 FRIENDSHIP AVE, PITTSBURGH PA 15206-3610",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2025",-79.9307041,40.4599606
"364","131220","R13625","Restaurant (Liquor)","Pending","TRIANGLE CONVENIENCE STORE INC","TRIANGLE CONVENIENCE STORE INC","101 AMANDA AVE, PITTSBURGH PA 15210-2145","101 AMANDA AVE, PITTSBURGH PA 15210-2145",NA,NA,"Allegheny County","Pittsburgh",NA,"May 31,2026",-79.9882871,40.4145458
"365","58160","AE908","Alcohol Tax-Exempt","Active","U S DEPARTMENT OF LABOR MINE SAFETY AND HEALTH ADMINISTRATION","U S DEPARTMENT OF LABOR MINE SAFETY AND HEALTH ADMINISTRATION","626 COCHRANS MILL RD, PITTSBURGH PA 15236-3611","PO BOX 18233, PITTSBURGH PA 15236-3611",NA,NA,"Allegheny County","South Park Twp","Sep 25,2024","Dec 31,2028",-79.9750729,40.3040368
"366","46","AE70","Alcohol Tax-Exempt","Active","CARNEGIE MUSEUM OF NATURAL HISTORY","CARNEGIE MUSEUM OF NATURAL HISTORY","4400 FORBES AVE, PITTSBURGH PA 15213-4080","4400 FORBES AVE, PITTSBURGH PA 15213-4080",NA,NA,"Allegheny County","Pittsburgh","Sep 13,2024","Dec 31,2028",-79.9499529,40.4432302
"367","71826","AR155","Airport Restaurant (Liquor)","Active","AMERICAN AIRLINES INC","ADMIRALS CLUB","PITTSBURGH INTERNATIONAL AIRPORT  1000 AIRPORT BLVD, PITTSBURGH PA 15231","PITTSBURGH INTERNATIONAL AIRPORT PO BOX 12237, PITTSBURGH PA 15231-0237",NA,"MONICA A VACAR","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-80.256853,40.4955466
"368","1006","C1575","Club (Liquor)","Active","SIXTH WARD REPUBLICAN CLUB","SIXTH WARD REPUBLICAN CLUB","3716 PENN AVE, PITTSBURGH PA 15201-1226","3716 PENN AVE, PITTSBURGH PA 15201-1226","SIXTH WARD REPUBLICAN CLUB","CARMEN GIRLARDO","Allegheny County","Pittsburgh","Apr 22,2025","May 31,2026",-79.9617293,40.4643147
"369","1896","C4130","Club (Liquor)","Active","SPIGNO SATURNIA ITALO AMERICAN SOCIETY","SPIGNO SATURNIA ITALO AMERICAN SOCIETY","1736 CHISLETT ST, PITTSBURGH PA 15206-1130","1736 CHISLETT ST, PITTSBURGH PA 15206-1130","SPIGNO SATURNIA ITALO AMERICAN SOCIETY","FRANK STAGNO","Allegheny County","Pittsburgh","Mar 13,2025","May 31,2026",-79.9259571,40.4850524
"370","2121","C4645","Club (Liquor)","Active","CORLISS WAR VETERANS ASSOCIATION INC.","CORLISS WAR VETERANS ASSOCIATION INC.","2806 STRAKA ST, PITTSBURGH PA 15204-2426","2806 STRAKA ST, PITTSBURGH PA 15204-2426","CORLISS WAR VETERANS ASSOCIATION INC.","GENO BIANCO","Allegheny County","Pittsburgh","Mar 27,2025","May 31,2026",-80.054695,40.4524096
"371","2446","C5308","Club (Liquor)","Active","MT ROYAL VETERANS CLUB INC VFW POST 9199","MT ROYAL VETERANS CLUB INC VFW POST 9199","643 WETZEL RD, PITTSBURGH PA 15209-1170","643 WETZEL RD, PITTSBURGH PA 15209-1170","MT ROYAL VETERANS CLUB INC VFW POST 9199","TIMOTHY ROTHWELL","Allegheny County","Shaler Twp","Mar 21,2025","May 31,2026",-79.9727523,40.5221336
"372","37525","D660","Distributor (Malt)","Active","PETE'S BEER, INC.","PETE'S BEER DISTRIBUTOR","401 BROWNSVILLE RD MOUNT OLIVER, PITTSBURGH PA 15210-2279","401 BROWNSVILLE RD MOUNT OLIVER, PITTSBURGH PA 15210-2279",NA,"CHRISTINA PETOUSIS","Allegheny County","Mount Oliver","Apr 9,2025","May 31,2026",-79.9885428,40.4130528
"373","8700","D3954","Distributor (Malt)","Active","BALSON DISTRIBUTING, INC.","BALSON DISTRIBUTING","7921 SALTSBURG RD PLUM, PITTSBURGH PA 15239-1968","7921 SALTSBURG RD PLUM, PITTSBURGH PA 15239-1968",NA,"NICK BALSON JR","Allegheny County","Plum","Mar 6,2025","May 31,2026",-79.7599282,40.477444
"374","72470","E1845","Eating Place Retail Dispenser (Malt)","Active","PEECH AND BUMBLE LLC","FRIENDSHIP PERK AND BREW","300 S PACIFIC AVE, PITTSBURGH PA 15224-2319","300 S PACIFIC AVE, PITTSBURGH PA 15224-2319",NA,"NICK REDONDO","Allegheny County","Pittsburgh","Mar 6,2025","May 31,2026",-79.9406912,40.4620126
"375","55472","E2903","Eating Place Retail Dispenser (Malt)","Active","SUBLUXX, INC.","UNCLE SAM'S SANDWICH BAR","225 SUMMIT PARK DR, PITTSBURGH PA 15275-1203","225 SUMMIT PARK DR, PITTSBURGH PA 15275-1203",NA,"RONALD LUTZ","Allegheny County","North Fayette Twp","Mar 4,2025","May 31,2026",-80.1794251,40.4482121
"376","65703","E3419","Eating Place Retail Dispenser (Malt)","Active","ADAMO RESTAURANTS LLC","ALI-BABA","404 S CRAIG ST, PITTSBURGH PA 15213-3709","404 S CRAIG ST, PITTSBURGH PA 15213-3709",NA,"ZIAD ADAMO","Allegheny County","Pittsburgh","Mar 4,2025","May 31,2026",-79.9488817,40.4450801
"377","80429","E3624","Eating Place Retail Dispenser (Malt)","Active","BEER LIME AND SUNSHINE LLC","BEER, LIME & SUNSHINE","411 WOOD ST, PITTSBURGH PA 15222-1816","411 WOOD ST, PITTSBURGH PA 15222-1816","ANDREW GLASGOW","CHATURBHUJ SHARMA","Allegheny County","Pittsburgh","May 21,2025","May 31,2026",-80.0012066,40.4398222
"378","90809","G38610","Brewery","Active","LINCOLN AVENUE BREWERY LLC","LINCOLN AVENUE BREWERY","538 LINCOLN AVE, PITTSBURGH PA 15202","160 N SPRAGUE AVE, PITTSBURGH PA 15202","NOVA RESIDENCES LLC","SHANE M SAYLOR","Allegheny County","Bellevue","Apr 2,2025","Dec 31,2025",-80.056685,40.4963353
"379","121908","GA57045","Grain Alcohol","Active","JONATHAN BAECKEL","JONATHAN BAECKEL","31 ROXBURY RD, PITTSBURGH PA 15221","31 ROXBURY RD, PITTSBURGH PA 15221",NA,NA,"Allegheny County","Forest Hills","Mar 28,2024","Dec 31,2029",-79.8584485,40.4212479
"380","84957","GA33564","Grain Alcohol","Active","STEPHEN REPASKY","STEPHEN REPASKY","3109  PIONEER AVE, PITTSBURGH PA 15226","3109  PIONEER AVE, PITTSBURGH PA 15226",NA,NA,"Allegheny County","Dormont","Mar 27,2017",NA,-80.0310709,40.3952767
"381","85667","GA33665","Grain Alcohol","Active","DONALD FREDERICK","DONALD FREDERICK","8156 ROOSEVELT  BLVD, PITTSBURGH PA 15237","8156 ROOSEVELT  BLVD, PITTSBURGH PA 15237",NA,NA,"Allegheny County","Mccandless","Apr 5,2017",NA,-80.0473581,40.5559279
"382","97925","GA41609","Grain Alcohol","Active","GEORGE VLASTOS","GEORGE VLASTOS","2370 WHITED ST, PITTSBURGH PA 15226-1617","2370 WHITED ST, PITTSBURGH PA 15226-1617",NA,NA,"Allegheny County","Pittsburgh","Apr 29,2019",NA,-80.0118672,40.3953616
"383","90326","H38216","Hotel (Liquor)","Active","DRURY HOTELS COMPANY LLC","DRURY INN & SUITES PITTSBURGH AIRPORT SETTLERS RIDGE","101 RIDGE RD, PITTSBURGH PA 15205","101 RIDGE RD, PITTSBURGH PA 15205",NA,"DANA M POPOVIC","Allegheny County","Robinson Twp","Mar 4,2025","May 31,2026",-80.1542842,40.4376998
"384","117845","IA54158","Transporter for Hire Class A","Active","BLUEJACK LLC","TAVERN PIZZA","600 LINCOLN AVE, PITTSBURGH PA 15202","3811 MCCLURE AVE, PITTSBURGH PA 15212",NA,"DANIEL W STOREY","Allegheny County","Bellevue","Oct 9,2024","Dec 31,2025",-80.058203,40.4970427
"385","80910","IA30312","Transporter for Hire Class A","Active","PIZZA IS BELIEVING INC","CALIENTE PIZZA AND DRAFT HOUSE","329 CASTLE SHANNON BLVD, PITTSBURGH PA 15243-1403","5880 CENTRE AVE, PITTSBURGH PA 15206-3710",NA,"JAMES B DYKSTRA","Allegheny County","Mt Lebanon Twp","Oct 18,2024","Dec 31,2025",-80.0369081,40.3762655
"386","64429","IU12","Transporter for Hire Class C","Active","ON TIME DELIVERY INC","ON TIME DELIVERY INC","1800 PREBLE AVE, PITTSBURGH PA 15233-2242","1800 PREBLE AVE, PITTSBURGH PA 15233-2242",NA,NA,"Allegheny County","Pittsburgh","Sep 23,2024","Dec 31,2025",-80.0324471,40.4563636
"387","114285","PAF53763","Performing Arts Facility","Active","RLJ III-RH PITTSBURGH LESSEE LP","HEINZ HALL FOR THE PERFORMING ARTS","600 PENN AVE, PITTSBURGH PA 15222-3209","600 PENN AVE, PITTSBURGH PA 15222-3209",NA,"LEVELLE H RICE JR","Allegheny County","Pittsburgh","Jun 6,2025","May 31,2026",-80.0017072,40.4426061
"388","129154","R1271","Restaurant (Liquor)","Active","UNCLE TIM ENTERPRISES LLC","UNCLE TIM ENTERPRISES LLC","2329 PENN AVE, PITTSBURGH PA 15222-4505","2329 PENN AVE, PITTSBURGH PA 15222-4505","UNCLE TIM ENTERPRISES LLC","DANIEL E REGAN JR","Allegheny County","Pittsburgh","Apr 3,2025","May 31,2026",-79.9809173,40.453423
"389","97065","R2386","Restaurant (Liquor)","Active","TRUCKS101 INC","BACKDRAFT","3049 CHURCHVIEW AVE, PITTSBURGH PA 15227-4143","2300 BEAMS RUN RD, JEFFERSON HILLS PA 15025","BALDWIN INDEPENDENT FIRE CO","GINA M PANTELIS","Allegheny County","Baldwin","Feb 6,2025","May 31,2026",-79.967707,40.386109
"390","41224","R15284","Restaurant (Liquor)","Active","ARTHUR JEFFREY, INC.","ART'S BAR","2852 PENN AVE, PITTSBURGH PA 15222-4714","2852 PENN AVE, PITTSBURGH PA 15222-4714","ARTHUR JEFFREY, INC.","CAREN MILLER","Allegheny County","Pittsburgh","May 13,2025","May 31,2026",-79.9741412,40.4576366
"391","113963","R6997","Restaurant (Liquor)","Active","HAZELGREEN LLC","HAZELGREEN LLC","4207 BUTLER ST, PITTSBURGH PA 15201-3132","4207 BUTLER ST, PITTSBURGH PA 15201-3132","HAZELFIELD LLC","MARCUS A TRUNZO","Allegheny County","Pittsburgh","Feb 11,2025","May 31,2026",-79.9606357,40.4705023
"392","64101","R11388","Restaurant (Liquor)","Active","MMF LLC","GIANNAVIA'S RESTAURANT & BAR","5301 GROVE RD STE 639, PITTSBURGH PA 15236-1693","5301 GROVE RD STE 639, PITTSBURGH PA 15236-1693",NA,"RICHARD HELLWIG","Allegheny County","Whitehall","Feb 10,2025","May 31,2026",-80.000199,40.3578721
"393","13236","R8394","Restaurant (Liquor)","Active","SYPHERD ENTERPRISES, INC.","SOUPER BOWL","908-910 FIFTH AVE, PITTSBURGH PA 15219-4702","908-910 FIFTH AVE, PITTSBURGH PA 15219-4702",NA,"DAVID SYPHERD","Allegheny County","Pittsburgh","Mar 28,2025","May 31,2026",-79.9913176,40.4386618
"394","113332","R10926","Restaurant (Liquor)","Active","GIANT EAGLE INC","GIANT EAGLE INC","1705 S BRADDOCK AVE, PITTSBURGH PA 15218-1865","1705 S BRADDOCK AVE, PITTSBURGH PA 15218-1865","EDGEWOOD STATION LLC","DOROTHY J RAINEY","Allegheny County","Edgewood","Apr 2,2025","May 31,2026",-79.8865572,40.4257165
"395","66082","R12202","Restaurant (Liquor)","Active","SUREFIRE HOSPITALITY GROUP LP","BURGATORY","300 MCHOLME DR, PITTSBURGH PA 15275-1216","300 MCHOLME DR, PITTSBURGH PA 15275-1216",NA,"LISA J MARTHENS","Allegheny County","North Fayette Twp","Mar 6,2025","May 31,2026",-80.1742976,40.4489124
"396","12261","R6460","Restaurant (Liquor)","Active","MARK R ALBERT","MARK R ALBERT","2854-58 BROADWAY AVE & 1600 POTOMAC AVE  DORMONT, PITTSBURGH PA 15216","2854-58 BROADWAY AVE & 1600 POTOMAC AVE  DORMONT, PITTSBURGH PA 15216","DAVID M ALBERT AMY L ALBERT MARK R ALBERT","MARK R ALBERT","Allegheny County","Dormont","Apr 1,2025","May 31,2026",-81.5795093,41.4224594
"397","106656","R453","Restaurant (Liquor)","Active","ONION MAIDEN LLC","ONION MAIDEN","635-639 E WARRINGTON AVE, PITTSBURGH PA 15210","635-639 E WARRINGTON AVE, PITTSBURGH PA 15210","DIANA NGO & JOHN B CRISWELL","DIANA NGO","Allegheny County","Pittsburgh","Apr 21,2025","May 31,2026",-79.996015,40.421864
"398","127290","R7354","Restaurant (Liquor)","Active","GETGO OPERATING LLC","GETGO #3650","4900 STEUBENVILLE PIKE, PITTSBURGH PA 15205-9649","4900 STEUBENVILLE PIKE, PITTSBURGH PA 15205-9649","GETGO PORTFOLIO II LP","CLOVER R CALDWELL","Allegheny County","Kennedy Twp","Apr 4,2025","May 31,2026",-80.1063906,40.4496169
"399","57350","R4274","Restaurant (Liquor)","Active","RAEANNA MCKNIGHT INC","ALADDINS EATERY","4885 MCKNIGHT RD 1B, PITTSBURGH PA 15237-3400","4885 MCKNIGHT RD 1B, PITTSBURGH PA 15237-3400",NA,"FADY E CHAMOUN","Allegheny County","Ross Twp","May 19,2025","May 31,2026",-80.0105947,40.5302552
"400","44014","R2194","Restaurant (Liquor)","Active","COLLCO RESTAURANT, INC.","KELLY'S KORNER","285 45TH ST, PITTSBURGH PA 15201-2869","285 45TH ST, PITTSBURGH PA 15201-2869",NA,"COLLEEN KELLY","Allegheny County","Pittsburgh","Feb 10,2025","May 31,2026",-79.9569549,40.4706401
"401","118347","R10249","Restaurant (Liquor)","Active","HONG BBQ & HOT POT LLC","HONG BBQ & HOT POT LLC","4801 MCKNIGHT RD, PITTSBURGH PA 15237","4801 MCKNIGHT RD, PITTSBURGH PA 15237","NORTH HILLS VILLAGE LLC","CHARLENE P MACARTHUR","Allegheny County","Ross Twp","Mar 10,2025","May 31,2026",-80.0066779,40.5249142
"402","51693","R10059","Restaurant (Liquor)","Active","DOUBLE L, INC.","DOUBLE L, INC.","307 GRANT AVE, PITTSBURGH PA 15209","307 GRANT AVE, PITTSBURGH PA 15209","LINSEY M THOMAS","LINSEY M THOMAS","Allegheny County","Millvale","Mar 7,2025","May 31,2026",-79.9724033,40.4793235
"403","57816","R8505","Restaurant (Liquor)","Active","UNIVERSAL JOINT INC","THE UNIVERSAL JOINT","2310 MAIN ST, PITTSBURGH PA 15235-3639","2310 MAIN ST, PITTSBURGH PA 15235-3639",NA,"JAMES TRUXELL","Allegheny County","Penn Hills Twp","Mar 5,2025","May 31,2026",-79.790964,40.4685187
"404","45426","R5645","Restaurant (Liquor)","Active","128 TERRA NOVA, INC.","DISH OSTERIA & BAR","128 S 17TH ST, PITTSBURGH PA 15203-1752","128 S 17TH ST, PITTSBURGH PA 15203-1752",NA,"CYNTHIA SAVOIA","Allegheny County","Pittsburgh","Mar 12,2025","May 31,2026",-79.9823655,40.4275103
