LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
72652,R14754,Restaurant (Liquor),Active,LEEDA INC,505,"505-507 WASHINGTON BLVD, WILLIAMSPORT PA 17701-5220","505-507 WASHINGTON BLVD, WILLIAMSPORT PA 17701-5220",,DALE VOLLMAN,Lycoming County,Williamsport,"Aug 2,2024","Aug 31,2025"
84830,R8056,Restaurant (Liquor),Active,FEDERAL GALLEY LLC,FEDERAL GALLEY,"100 S COMMONS, PITTSBURGH PA 15212-5359","100 S COMMONS, PITTSBURGH PA 15212-5359",FAROS ACA RE LLC,ALEX A DECONCILIIS,Allegheny County,Pittsburgh,"Apr 17,2025","May 31,2026"
44438,R1575,Restaurant (Liquor),Active,"AUSTIN'S RESTAURANT, LLC",AUSTIN'S RESTAURANT,"1101 SNYDER RD, WEST LAWN PA 19609-1100","1101 SNYDER RD, WEST LAWN PA 19609-1100",,TAMMY L STAMM,Berks County,Spring Twp,"Dec 23,2024","Mar 31,2026"
27169,R7795,Restaurant (Liquor),Active,"YEE CHINATOWN, INC.",CHINATOWN INN,"520-522 3RD AVE, PITTSBURGH PA 15219-2107","520-522 3RD AVE, PITTSBURGH PA 15219-2107",,WEI YEE,Allegheny County,Pittsburgh,"Mar 3,2025","May 31,2026"
16123,R13435,Restaurant (Liquor),Active,ALEXION'S BAR & GRILL INCORPORATED,ALEXION'S BAR & GRILL INCORPORATED,"141 HAWTHORNE ST GREENTREE, CARNEGIE PA 15106-1205","141 HAWTHORNE ST GREENTREE, CARNEGIE PA 15106-1205",,THOMAS YAKSICK,Allegheny County,Green Tree,"Apr 8,2025","May 31,2026"
98064,R19149,Restaurant (Liquor),Active,SHEETZ INC,SHEETZ #313,"13700 ROUTE 30, NORTH HUNTINGDON PA 15642","13700 ROUTE 30, NORTH HUNTINGDON PA 15642",ROBERT   D HUEMME,MARISSA RUSSELL,Westmoreland County,NORTH HUNTINGDON TWP,"Sep 19,2024","Jun 30,2025"
111008,R16028,Restaurant (Liquor),Active,0776 LLC,JULIANAS,"776 FRITZTOWN RD, SINKING SPRING PA 19608","776 FRITZTOWN RD, SINKING SPRING PA 19608",FDJ LLC,FRANCESCO LAPUMA,Berks County,Spring Twp,"Jan 21,2025","Mar 31,2026"
66108,R18281,Restaurant (Liquor),Active,NINKASI LLC,DAD'S PUB & GRUB,"4320 NORTHERN PK, MONROEVILLE PA 15146-2808","4320 NORTHERN PK, MONROEVILLE PA 15146-2808",,STEPHEN J MCKELVEY,Allegheny County,Monroeville,"Apr 4,2025","May 31,2026"
83701,R4036,Restaurant (Liquor),Active,KL 96 INC,KL 96 INC,"900 N 66TH ST, PHILADELPHIA PA 19151-3101","900 N 66TH ST, PHILADELPHIA PA 19151-3101",,KUNVATHA THETH,Philadelphia County,Philadelphia City,"Aug 26,2024","Oct 31,2025"
59580,R19655,Restaurant (Liquor),Active,CONYNGHAM FOOD & BEVERAGE LLC,CUZ N JOES PLACE,"291 MAIN ST, CONYNGHAM PA 18219","PO BOX 783, CONYNGHAM PA 18219-0783",,COTY LEE MORAN,Luzerne County,Conyngham,"Aug 2,2024","Aug 31,2025"
64941,R18342,Restaurant (Liquor),Active,SPAGNOLO BROS LLC,RED ROSE RESTAURANT & LOUNGE,"5370 LINCOLN HWY, YORK PA 17406-9007","5370 LINCOLN HWY, YORK PA 17406-9007",,GIUSEPPE SPAGNOLO,York County,Hellam Twp,"Jan 2,2025","Feb 28,2026"
25155,R19147,Restaurant (Liquor),Active,"CARRICK POULTRY, INC.",FRISCH'S,"5301 GROVE RD SUITE 920, PITTSBURGH PA 15236-1518","5301 GROVE RD SUITE 920, PITTSBURGH PA 15236-1518",CASTE VILLAGE INC,DENNIS FRISCH,Allegheny County,Whitehall,"Apr 8,2025","May 31,2026"
56558,R14383,Restaurant (Liquor),Active,MENDICINO ENTERPRISES INC,MENDICINO ENTERPRISES INC,"730 ROSTRAVER RD, BELLE VERNON PA 15012-1943","730 ROSTRAVER RD, BELLE VERNON PA 15012-1943",,RACHAEL MANGES,Westmoreland County,ROSTRAVER TWP,"Mar 18,2024","Jun 30,2025"
52077,R11560,Restaurant (Liquor),Active,"DALIST, INC.",PUFF SIX-PACK,"208 BELLEFONTE AVE, LOCK HAVEN PA 17745-1902","208 BELLEFONTE AVE, LOCK HAVEN PA 17745-1902",,STEPHEN GUNDY,Clinton County,Lock Haven,"Jun 12,2024","Jul 31,2025"
20793,R20121,Restaurant (Liquor),Active,"THE BACK PORCH, INC.","THE BACK PORCH, INC.","114 SPEERS ST SPEERS, BELLE VERNON PA 15012-1010","114 SPEERS ST SPEERS, BELLE VERNON PA 15012-1010",,PATTY KELLER,Washington County,SPEERS,"Mar 27,2024","Jun 30,2025"
70161,R20895,Restaurant (Liquor),Active,RED LOBSTER RESTAURANTS LLC,RED LOBSTER #736,"813 E DUBOIS AVE, DUBOIS PA 15801-3801","813 E DUBOIS AVE, DUBOIS PA 15801-3801",,ROBIN E KRISE,Clearfield County,Sandy Twp,"Jan 6,2025","Jan 31,2026"
97111,R19333,Restaurant (Liquor),Active,"D AAA, LLC",TFS BAR & GRILL,"2512 E CARSON ST, PITTSBURGH PA 15203-2101","333 MIDDLEGATE DR, BETHEL PARK PA 15102",BARBARA ANNETTE AND DAVID  DOMZALSKI,DAVID A DOMZALSKI,Allegheny County,Pittsburgh,"Mar 26,2025","May 31,2026"
111388,R7687,Restaurant (Liquor),Active,THE HERSHEY PANTRY RESTAURANT GROUP LLC,THE HERSHEY PANTRY,"801 E CHOCOLATE AVE, HERSHEY PA 17033-1214","PO Box 131, CAMP HILL PA 17011-0131",JLBS INVESTMENTS,JUSTINE M WELLING,Dauphin County,Derry Twp,"Nov 14,2024","Feb 28,2026"
52525,R18414,Restaurant (Liquor),Active,HOME DELIVERY PIZZA INC,HOME DELIVERY PIZZA INC,"1796 ZION RD, BELLEFONTE PA 16823-2511","1796 ZION RD, BELLEFONTE PA 16823-2511",,MARK J LAMBERT,Centre County,Spring Twp,"Jun 3,2025","Jan 31,2026"
54034,R16745,Restaurant (Liquor),Active,"D11 & G7, INC.",GRIFFITH'S TAVERN,"11710 RTE 56 HWY EAST, ARMAGH PA 15920-9049","11710 RTE 56 HWY EAST, ARMAGH PA 15920-9049",2K HOLDINGS LLC,GREGG KREVETSKI,Indiana County,East Wheatfield Twp,"Apr 18,2024","Jun 30,2025"
106519,R5891,Restaurant (Liquor),Active,FISHTALES18618 INC,FISHTALES BAR & GRILL,"3075 LAKESIDE DR, HARVEYS LAKE PA 18618","3075 LAKESIDE DR, HARVEYS LAKE PA 18618",MELISSA J EVANS-SHAVER & DEBRA L EVANS,JOHN H SHAVER JR,Luzerne County,Harveys Lake,"Jun 4,2024","Aug 31,2025"
87794,R8286,Restaurant (Liquor),Active,MALWA VENTURES LLC,AVIS BEER EXPRESS,"3163 WOODWARD AVE, AVIS PA 17721","2227 SCRANTON CARBONDALE HWY, SCRANTON PA 18508-1151",LIBERTY TRUCKSTOP INC,BRION J CARR,Clinton County,Pine Creek Twp,"Nov 15,2024","Jul 31,2025"
113349,R12670,Restaurant (Liquor),Active,MILAH K ENTERPRISES INC,JUS1MORE SPORTS BAR & GRILL,"926 7TH AVE, BEAVER FALLS PA 15010-4542","926 7TH AVE, BEAVER FALLS PA 15010-4542",HARLEY VENTURES LLC,DAYNA M BUFFINGTON,Beaver County,Beaver Falls,"Apr 11,2024","Jun 30,2025"
49687,R6813,Restaurant (Liquor),Active,COMEDY CLUB OF PITTSBURGH L.L.C.,COMEDY CLUB OF PITTSBURGH L.L.C.,"166 E BRIDGE ST, HOMESTEAD PA 15120","166 E BRIDGE ST, HOMESTEAD PA 15120","DDRTC WATERFRONT STACKS, LLC",PAUL W TEBBETS,Allegheny County,Homestead,"Apr 23,2025","May 31,2026"
42467,R7675,Restaurant (Liquor),Active,"LOU LEWIS, INC.","LOU LEWIS, INC.","1328 COTTMAN AVE, PHILADELPHIA PA 19111-3606","1328 COTTMAN AVE, PHILADELPHIA PA 19111-3606",,JOSEPH J LEWIS,Philadelphia County,Philadelphia City,"May 16,2025","Oct 31,2025"
91925,R13317,Restaurant (Liquor),Active,ALAL VENTURES LLC,ALAL VENTURES LLC,"342 CENTER AVE, PITTSBURGH PA 15229-1959","342 CENTER AVE, PITTSBURGH PA 15229-1959",,ALICIA L ALEXIADES,Allegheny County,West View,"May 5,2025","May 31,2026"
70983,R10328,Restaurant (Liquor),Active,JK SAXION LLC,THE EDGE #SAX4TH AVE,"501 4TH AVE, FORD CITY PA 16226-1019","501 4TH AVE, FORD CITY PA 16226-1019",,SARAH V ROBLES,Armstrong County,Ford City,"Jun 17,2024","Jun 30,2025"
31408,R1902,Restaurant (Liquor),Active,LEISERV LLC,AMF BELLE VERNON,"4742 STATE RTE 51 S, BELLE VERNON PA 15012","PO BOX 673, BELLE VERNON PA 15012",,TYLER H HAIGLER,Westmoreland County,ROSTRAVER TWP,"Jan 27,2025","Jun 30,2025"
69660,R10851,Restaurant (Liquor),Active,PETER HERDIC HOUSE RESTAURANT INC,PETER HERDIC HOUSE RESTAURANT INC,"407 W 4TH ST, WILLIAMSPORT PA 17701-6001","407 W 4TH ST, WILLIAMSPORT PA 17701-6001",,ELIZABETH MIELE,Lycoming County,Williamsport,"Jun 27,2024","Aug 31,2025"
42702,R3445,Restaurant (Liquor),Active,"DONIEL, INC.","DONIEL, INC.","1264-66 S 22ND ST, PHILADELPHIA PA 19146-4238","1264-66 S 22ND ST, PHILADELPHIA PA 19146-4238",,LIONEL SIMMONS,Philadelphia County,Philadelphia City,"Aug 28,2024","Oct 31,2025"
40376,R21208,Restaurant (Liquor),Active,"SHENANIGANS OF LAKE HARMONY, LTD.",SHENANIGANS,"98 LAKE HARMONY RD, LAKE HARMONY PA 18624","PO Box 273, LAKE HARMONY PA 18624-0273",,GINNY N GEORGE,Carbon County,Kidder Twp,"Jul 3,2024","Aug 31,2025"
92386,R18404,Restaurant (Liquor),Active,TWO FARMS INC,ROYAL FARMS,"200 ROHRERSTOWN RD, LANCASTER PA 17603","200 ROHRERSTOWN RD, LANCASTER PA 17603",206 ROHRERSTOWN ROAD LP,DANIELLE L SCHULZE,Lancaster County,East Hempfield Twp,"Apr 15,2025","Feb 28,2026"
64331,R18631,Restaurant (Liquor),Active,BLAZIN WINGS INC,BUFFALO WILD WINGS GRILL & BAR,"103 QUARRY RD, DOWNINGTOWN PA 19335-3422","103 QUARRY RD, DOWNINGTOWN PA 19335-3422",,ROBERT J RAKER,Chester County,East Caln Twp,"Feb 21,2025","Mar 31,2026"
18313,R16949,Restaurant (Liquor),Active,"HAROLD'S INN, INC.",HAROLD'S INN,"2134 BRODHEAD RD, ALIQUIPPA PA 15001-4663","2134 BRODHEAD RD, ALIQUIPPA PA 15001-4663",,SUSAN HINEMAN,Beaver County,Hopewell Twp,"Apr 2,2024","Jun 30,2025"
92894,R17333,Restaurant (Liquor),Active,SHEETZ INC,SHEETZ #196,"7551 ADMIRAL PEARY HWY, CRESSON PA 16630","7551 ADMIRAL PEARY HWY, CRESSON PA 16630",ANGELO J ROMANI REVOCABLE TRUST,MADISON R NIHART,Cambria County,Cresson Twp,"May 16,2025","Jan 31,2026"
120477,R5060,Restaurant (Liquor),Active,KLINGER'S ROADHOUSE LLC,KLINGER'S ROADHOUSE LLC,"23 PERRY AVE, BLOOMSBURG PA 17815-8424","23 PERRY AVE, BLOOMSBURG PA 17815-8424",KLINGER'S LLC,HOLLY L HOUSEKNECHT,Columbia County,Montour Twp,"Jul 17,2024","Aug 31,2025"
69666,R20732,Restaurant (Liquor),Active,CRANBERRY SPRINGS DEVELOPMENT GROUP 2 LLC,CRANBERRY SPRINGS DEVELOPMENT GROUP 2 LLC,"2080 MACKENZIE WAY, CRANBERRY TWP PA 16066","2080 MACKENZIE WAY, CRANBERRY TWP PA 16066",GARY SIPPEL,JACOB T GARDNER,Butler County,Cranberry Twp,"Jun 11,2024","Jun 30,2025"
109986,R20541,Restaurant (Liquor),Active,THE GIANT COMPANY LLC,GIANT #6574,"INTERSECTION OF BENNER PIKE & PARADISE ROAD, BELLEFONTE PA 16823","INTERSECTION OF BENNER PIKE & PARADISE ROAD, BELLEFONTE PA 16823",LAND OF PARADISE LLC,SARAH E LEXON,Centre County,Benner Twp,"Nov 14,2024","Jan 31,2026"
44234,R10441,Restaurant (Liquor),Active,"RAS NOBLE RESTAURANT, INC.","RAS NOBLE RESTAURANT, INC.","NOBLE MANOR SHPPG CTR STRRM 11 2350 NOBLESTOWN RD, PITTSBURGH PA 15205-4128","NOBLE MANOR SHPPG CTR STRRM 11 2350 NOBLESTOWN RD, PITTSBURGH PA 15205-4128",,GEORGE O JOHNSON,Allegheny County,Pittsburgh,"Mar 27,2025","May 31,2026"
100683,R45749,Restaurant (Liquor),Active,SHEETZ INC,SHEETZ #677,"3109 WASHINGTON PK, BRIDGEVILLE PA 15017-1420","3109 WASHINGTON PK, BRIDGEVILLE PA 15017-1420",BURSCA FRONTGATE LP,EDWARD J ANCEL,Allegheny County,South Fayette Twp,"Mar 19,2025","May 31,2026"
39695,R7510,Restaurant (Liquor),Active,"FOURTH AVENUE CAFE AND COMEDY CLUB, INC.",APPIAN WAY LOUNGE,"418 MOON CLINTON RD, CORAOPOLIS PA 15108-3824","418 MOON CLINTON RD, CORAOPOLIS PA 15108-3824",,KIMBERLY ROJAS,Allegheny County,Moon Twp,"Apr 3,2025","May 31,2026"
38755,R627,Restaurant (Liquor),Active,"NUNCA, INC.",SOBA LOUNGE UMI JAPANESE RESTAURANT,"5847-51 ELLSWORTH AVE, PITTSBURGH PA 15232-1707","5847-51 ELLSWORTH AVE, PITTSBURGH PA 15232-1707",,JEFFREY E CAULKINS,Allegheny County,Pittsburgh,"Mar 17,2025","May 31,2026"
105381,R2565,Restaurant (Liquor),Active,FADY AND BABA 19 LLC,THE HOTEL,"509 BEAVER ST, SEWICKLEY PA 15143-1701","509 BEAVER ST, SEWICKLEY PA 15143-1701",SEWICKLEY LAND DEVELOPMENT LLC,ROBIN M FERNANDEZ,Allegheny County,Sewickley,"May 16,2025","May 31,2026"
85258,R33872,Restaurant (Liquor),Active,SHEETZ INC,SHEETZ #617,"2615 NICHOLSON RD, SEWICKLEY PA 15143","2615 NICHOLSON RD, SEWICKLEY PA 15143",R J SEPCO INC,BARBARA BACVINSKAS,Allegheny County,Franklin Park,"Mar 19,2025","May 31,2026"
121308,R7984,Restaurant (Liquor),Active,PITTSBURGH SPIRITS LLC,WIGLE WHISKEY THREADBARE CIDER & MEAD,"115 FEDERAL ST, PITTSBURGH PA 15212-5707","231 COUNTY LINE RD #9815, CHAMPION PA 15622",SPORTS AND EXHIBITION AUTHORITY OF PITTSBURGH & ALLEGHENY COUNTY,CODY J HELMICK,Allegheny County,Pittsburgh,"Mar 3,2025","May 31,2026"
127771,R8402,Restaurant (Liquor),Active,SKILLCADE LLC,SHENANIGANS,"845 BEDFORD ST, CLAYSBURG PA 16625","845 BEDFORD ST, CLAYSBURG PA 16625",,MAKENZI WELSH,Blair County,Greenfield Twp,"Apr 22,2025","Jan 31,2026"
68389,R9772,Restaurant (Liquor),Active,LITITZ PUB INC,MICKS ALL AMERICAN PUB,"543 AIRPORT RD, LITITZ PA 17543","543 AIRPORT RD, LITITZ PA 17543",MICHAEL A OWENS,NAKAIAH A YEAGLIN,Lancaster County,Manheim Twp,"Nov 13,2024","Feb 28,2026"
127431,R19102,Restaurant (Liquor),Active,GAME NIGHT PIZZA LLC,CAMILLO'S ITALIAN RESTAURANT,"264 GREENWICH ST, KUTZTOWN PA 19530-1413","264 GREENWICH ST, KUTZTOWN PA 19530-1413",CAMILLO CIARAVINO,"JAMES H DWYER, JR.",Berks County,Kutztown,"Dec 30,2024","Mar 31,2026"
125923,R16900,Restaurant (Liquor),Active,40RESTAURANT LLC,FORTY BAR & GRILLE,"3390 W CHESTNUT ST, WASHINGTON PA 15301-8302","3390 W CHESTNUT ST, WASHINGTON PA 15301-8302",40RESTAURANT LLC,CHEYENNE DENNISON,Washington County,NORTH FRANKLIN TWP,"Mar 14,2025","Jun 30,2025"
70574,R874,Restaurant (Liquor),Active,SHOGUN BEAVER VALLEY LLC,SHOGUN BEAVER VALLEY LLC,"600 BEAVER VALLEY MALL, MONACA PA 15061","600 BEAVER VALLEY MALL, MONACA PA 15061",,JUN LIU,Beaver County,Center Twp,"Apr 2,2024","Jun 30,2025"
64266,R102,Restaurant (Liquor),Active,H & R BROTHERS 2 LLC,H & R BROTHERS 2 LLC,"5863 ELLSWORTH AVE, PITTSBURGH PA 15232-1739","5863 ELLSWORTH AVE, PITTSBURGH PA 15232-1739",,HOM KHANAL,Allegheny County,Pittsburgh,"Apr 3,2025","May 31,2026"
129193,R10719,Restaurant (Liquor),Active,DON PATRON BEDFORD LLC,DON PATRON BEDFORD LLC,"126 & 132 E PITT ST, BEDFORD PA 15522","1137 VAN VOORHIS  RD STE #7, MORGANTOWN WV 26505",KENNETH J FETTERMAN,KEVIN S MACIAS,Bedford County,Bedford,"Apr 10,2025","Jan 31,2026"
70146,R10467,Restaurant (Liquor),Active,RED LOBSTER RESTAURANTS LLC,RED LOBSTER #229,"4766 MCKNIGHT RD, PITTSBURGH PA 15237-3416","4766 MCKNIGHT RD, PITTSBURGH PA 15237-3416",,NICHOLAS M HURLEY,Allegheny County,Ross Twp,"Apr 8,2025","May 31,2026"
91491,R18202,Restaurant (Liquor),Active,STONERS ON THE SQUARE,STONERS ON THE SQUARE,"5 N MAIN ST, MERCERSBURG PA 17236-1611","5 N MAIN ST, MERCERSBURG PA 17236-1611",,BROOKE L CRAWFORD,Franklin County,Mercersburg,"Jan 13,2025","Jan 31,2026"
85225,R33766,Restaurant (Liquor),Active,WEIS MARKETS INC,WEIS MARKETS INC,"3644 MACARTHUR RD, WHITEHALL PA 18052",,WEIS MARKETS INC,EAN T MCCLOUD,Lehigh County,Whitehall Twp,"Mar 25,2025","Apr 30,2026"
72794,R15661,Restaurant (Liquor),Active,BROOKHAVEN FOODS LLC,SHOPRITE OF BROOKHAVEN,"5005 EDGMONT AVE, BROOKHAVEN PA 19015","7053 TERMINAL SQ, UPPER DARBY PA 19082-2217",,BUJAR HYKA,Delaware County,Brookhaven,"Sep 19,2024","Nov 30,2025"
73273,R4362,Restaurant (Liquor),Active,4201 FAIRHILL INC,4201 FAIRHILL INC,"4201 N FAIRHILL ST, PHILADELPHIA PA 19140-2636","7053 TERMINAL SQ, UPPER DARBY PA 19082-2217",FENG E LIU,FENG E LIU,Philadelphia County,Philadelphia City,"Oct 23,2024","Oct 31,2025"
49266,R19785,Restaurant (Liquor),Active,"LA PRIMAVERA ITALIANO RISTORANTE E. PIZZERIA, INC.","LA PRIMAVERA ITALIANO RISTORANTE E. PIZZERIA, INC.","2593 OLD TURNPIKE RD, LEWISBURG PA 17837","2593 OLD TURNPIKE RD, LEWISBURG PA 17837",,VITO MAZZAMUTO,Union County,East Buffalo Twp,"Oct 11,2024","Jan 31,2026"
45958,R4676,Restaurant (Liquor),Active,"TNC'S LOUNGE, INC.",TNC'S LOUNGE,"640 BEDFORD ST, JOHNSTOWN PA 15902-1957","640 BEDFORD ST, JOHNSTOWN PA 15902-1957",,TERESA ARNONE,Cambria County,Johnstown,"Nov 18,2024","Jan 31,2026"
20373,R19584,Restaurant (Liquor),Active,MOUNTAIN VIEW HOUSE INC.,EQUINUNK INN,"13 LORDSVILLE RD, EQUINUNK PA 18417","13 LORDSVILLE RD, EQUINUNK PA 18417",,CAROLE DENNIS,Wayne County,Buckingham Twp,"Aug 7,2024","Sep 30,2025"
17240,R15264,Restaurant (Liquor),Active,"MARTY'S BLUE ROOM, INC.",MARTY'S BLUE ROOM,"100 NEWPORT ST SHEATOWN, NANTICOKE PA 18634-1313","100 NEWPORT ST SHEATOWN, NANTICOKE PA 18634-1313",,JAMES SCHONFELD,Luzerne County,Newport Twp,"May 23,2024","Aug 31,2025"
101535,R14571,Restaurant (Liquor),Active,SHEETZ INC,SHEETZ #96,"138 N BROAD ST, RIDGWAY PA 15853-1004","138 N BROAD ST, RIDGWAY PA 15853-1004",VICTOR C AIELLO FAMILY TRUST,MELISSA GARDNER,Elk County,Ridgway,"Sep 19,2024","Jul 31,2025"
38514,R18586,Restaurant (Liquor),Active,"RO-JUD, INC.",ANTHONY'S TRATTORIA,"900 BYRAM ST PENNSIDE, READING PA 19606-1448","900 BYRAM ST PENNSIDE, READING PA 19606-1448",,WILLIAM SALVATORE,Berks County,Lower Alsace Twp,"Feb 3,2025","Mar 31,2026"
52738,R7009,Restaurant (Liquor),Active,MINNER'S INC.,IRON HORSE BAR & GRILLE,"606 JACKSON ST, GALLITZIN PA 16641-1708","606 JACKSON ST, GALLITZIN PA 16641-1708",,THOMAS KOS,Cambria County,Gallitzin,"Dec 27,2024","Jan 31,2026"
64432,R17854,Restaurant (Liquor),Active,TRIO LOUNGE INC,TRIO LOUNGE AND RESTAURANT,"1694 N MAIN ST, WASHINGTON PA 15301-1245","1694 N MAIN ST, WASHINGTON PA 15301-1245",,CAROL POCHIBA,Washington County,SOUTH STRABANE TWP,"Apr 3,2024","Jun 30,2025"
61809,R47553,Restaurant (Liquor),Active,TNK GROUP INC,FRIENDLY GREEK BOTTLE SHOP,"545-549 NEW HOLLAND AVE, LANCASTER PA 17602","545-549 NEW HOLLAND AVE, LANCASTER PA 17602",,THEODORE KEARES,Lancaster County,Lancaster,"Dec 4,2024","Feb 28,2026"
93289,R15743,Restaurant (Liquor),Active,WEST TRINDLE ROAD LLC,TRINDLE INN,"1941 W TRINDLE RD, CARLISLE PA 17013-2616","1941 W TRINDLE RD, CARLISLE PA 17013-2616",TESSIE MALLIOS,SCOT T ALBRIGHT,Cumberland County,South Middleton Twp,"Oct 8,2024","Jan 31,2026"
16719,R14419,Restaurant (Liquor),Active,MILOS KREWASKY,RED STAR INN,"334 S VINE ST, CARMICHAELS PA 15320-1269","334 S VINE ST, CARMICHAELS PA 15320-1269",,MILOS KREWASKY,Greene County,Cumberland Twp,"May 29,2024","Jun 30,2025"
119636,R4777,Restaurant (Liquor),Active,KHP HARRISBURG LLC,KPOT KOREAN BBQ & HOT POT,"2810 PAXTON ST, HARRISBURG PA 17111-1057","2810 PAXTON ST, HARRISBURG PA 17111-1057",HUAN B LE AND OANH TRUC PHAM,WENQIN ZHANG,Dauphin County,Swatara Twp,"Jan 3,2025","Feb 28,2026"
19097,R18053,Restaurant (Liquor),Active,ZEAMER'S CAFE INC,CREEKSIDE CAFE,"1519 HABECKER RD, COLUMBIA PA 17512","1519 HABECKER RD, COLUMBIA PA 17512",,RYAN OLEARY,Lancaster County,Rapho Twp,"Jan 3,2025","Feb 28,2026"
42760,R852,Restaurant (Liquor),Active,"RONDOS, INC.",PETEY'S,"1507-09 13TH ST, ALTOONA PA 16601-3407","1507-09 13TH ST, ALTOONA PA 16601-3407",,PETER RUSSO,Blair County,Altoona,"Oct 23,2024","Jan 31,2026"
55103,R16569,Restaurant (Liquor),Active,"OCEAN BREEZE SC, INC.",JEKYL & HYDE,"140 S 18TH ST, PITTSBURGH PA 15203-1870","140 S 18TH ST, PITTSBURGH PA 15203-1870",,LAUREN N ANDERSON,Allegheny County,Pittsburgh,"Mar 3,2025","May 31,2026"
56370,R14475,Restaurant (Liquor),Active,1801 RESTAURANT PARTNERS LP,CONTINENTAL MIDTOWN,"1801 CHESTNUT ST, PHILADELPHIA PA 19103-3712","1801 CHESTNUT ST, PHILADELPHIA PA 19103-3712",,CATHERINE E PIOTROWSKI,Philadelphia County,Philadelphia City,"Apr 22,2025","Oct 31,2025"
69038,R18639,Restaurant (Liquor),Active,APPLE PENNSYLVANIA LLC,APPLEBEES NEIGHBORHOOD GRILL & BAR,"222 JAMESWAY RD, EBENSBURG PA 15931","222 JAMESWAY RD, EBENSBURG PA 15931",,KATRINA MACCHIA,Cambria County,Cambria Twp,"Oct 23,2024","Jan 31,2026"
114066,R13325,Restaurant (Liquor),Active,SCARBABY INC,DOCE TAQUERIA MCKNIGHT,"4826 MCKNIGHT RD, PITTSBURGH PA 15237","4826 MCKNIGHT RD, PITTSBURGH PA 15237","12 KATZ CREW, LP",MICHAEL P SPOLTORE,Allegheny County,Ross Twp,"Apr 8,2025","May 31,2026"
94301,R9397,Restaurant (Liquor),Active,HARVEST LANCASTER LLC,HARVEST LANCASTER LLC,"1573 FRUITVILLE PIKE, LANCASTER PA 17601","21 W WASHINGTON ST  SUITES E-F, WEST CHESTER PA 19380",MANBEL DEVCO I LP,ANTHONY J HAMID,Lancaster County,Manheim Twp,"Jan 10,2025","Feb 28,2026"
81274,R14539,Restaurant (Liquor),Active,TC NORTH SHORE LLC,380 NORTH SHORE DRIVE,"380 N SHORE DR, PITTSBURGH PA 15212-5870","676 BELLEFONTAINE AVE, MARION OH 43302-6177",NORTH SHORE DEVELOPERS 2013 LP,CHAD M CONNER,Allegheny County,Pittsburgh,"Mar 3,2025","May 31,2026"
55311,R19765,Restaurant (Liquor),Active,"WASI, INC.",FIRESIDE GRILL,"1211 S BETHLEHEM PK, AMBLER PA 19002-5804","1211 S BETHLEHEM PK, AMBLER PA 19002-5804",,VINCENT VISCO,Montgomery County,Upper Dublin Twp,"Feb 19,2025","Apr 30,2026"
117721,R55847,Restaurant (Liquor),Active,VISHVA WILLOW GROVE LLC,WILLOW BEVERAGES,"811 EASTON RD, WILLOW GROVE PA 19090-2004","811 EASTON RD, WILLOW GROVE PA 19090-2004",DEV WILLOW GROVE LLC,PRIYAL S PATEL,Montgomery County,Upper Moreland Twp,"Jan 10,2025","Apr 30,2026"
110958,R18922,Restaurant (Liquor),Active,J AND JEFF INVESTMENTS LLC,JOHN ALLISON PUBLIC HOUSE,"155 S ANTRIM WAY, GREENCASTLE PA 17225-1521","155 S ANTRIM WAY, GREENCASTLE PA 17225-1521","Flannery Investment Group, LLC",J WENDELL MORGAN JR,Franklin County,Greencastle,"Nov 19,2024","Jan 31,2026"
66733,R8049,Restaurant (Liquor),Active,RARE HOSPITALITY INTERNATIONAL INC,LONGHORN STEAKHOUSE #5441,"3784 DRYLAND WAY, EASTON PA 18045-8351","3784 DRYLAND WAY, EASTON PA 18045-8351",,JOSEPH DIGIACINTO,Northampton County,Lower Nazareth Twp,"Mar 3,2025","Apr 30,2026"
44972,R19338,Restaurant (Liquor),Active,"LAGERHEADS, INC.","LAGERHEADS, INC.","100 SPRING ST PO BOX 339, COAL CENTER PA 15423-0339","100 SPRING ST PO BOX 339, COAL CENTER PA 15423-0339",,JOY ZELEK,Washington County,COAL CENTER,"Apr 22,2024","Jun 30,2025"
121227,R12505,Restaurant (Liquor),Active,THE SPRUCE WR LLC,3RD AND SPRUCE DRAFT HAUS,"238 S 3RD AVE  WEST READING, READING PA 19611-1348","238 S 3RD AVE  WEST READING, READING PA 19611-1348",DUTCH UGLY II LLC,DANIEL  V. DECARLO,Berks County,West Reading,"Jan 16,2025","Mar 31,2026"
31961,R21066,Restaurant (Liquor),Active,"SCOTT'S APPLE, INC.",APPLEBEE'S,"7790 PEACH ST, ERIE PA 16509","7790 PEACH ST, ERIE PA 16509",,BENJAMIN JACKSON,Erie County,Summit Twp,"Jun 2,2025","Jul 31,2025"
61823,R11829,Restaurant (Liquor),Active,WHITE ORCHIDS THAI CUISINE LLC,WHITE ORCHIDS THAI CUISINE LLC,"2985 CENTER VALLEY PKWY STE 200, CENTER VALLEY PA 18034-9034","2985 CENTER VALLEY PKWY STE 200, CENTER VALLEY PA 18034-9034",,KAITLIN A MCGINLEY,Lehigh County,Upper Saucon Twp,"Feb 6,2025","Apr 30,2026"
